Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Theft of/taking vehicle without the owners consent (TWOC);Lyngby-Taarbæk;151;131;126;114;91;99;87;108;86;64;71;56;53;62
Theft of/taking vehicle without the owners consent (TWOC);Rødovre;167;192;218;222;148;124;95;109;80;95;79;71;119;74
Theft of/taking vehicle without the owners consent (TWOC);Vallensbæk;41;63;56;49;38;27;30;19;18;17;14;20;24;14
Theft of/taking vehicle without the owners consent (TWOC);Allerød;47;21;38;35;19;22;29;17;15;14;13;13;12;7
Theft of/taking vehicle without the owners consent (TWOC);Egedal;81;101;130;110;74;69;66;63;45;44;49;40;40;47
Theft of/taking vehicle without the owners consent (TWOC);Fredensborg;73;79;125;116;63;95;72;55;24;43;41;42;29;36
Theft of/taking vehicle without the owners consent (TWOC);Frederikssund;128;121;125;117;89;79;99;73;66;62;75;65;56;63
Theft of/taking vehicle without the owners consent (TWOC);Furesø;62;83;86;86;85;52;49;55;32;63;32;30;46;35
Theft of/taking vehicle without the owners consent (TWOC);Gribskov;61;78;110;83;70;48;36;69;43;45;67;46;75;40
Theft of/taking vehicle without the owners consent (TWOC);Halsnæs;78;77;78;48;57;53;33;32;38;60;62;44;57;39
Theft of/taking vehicle without the owners consent (TWOC);Helsingør;140;171;185;126;110;106;101;93;72;108;127;86;108;60
Theft of/taking vehicle without the owners consent (TWOC);Hillerød;122;127;143;106;90;110;121;94;74;80;78;57;71;66
Theft of/taking vehicle without the owners consent (TWOC);Hørsholm;26;49;61;89;37;32;36;32;20;20;29;22;26;19
Theft of/taking vehicle without the owners consent (TWOC);Rudersdal;142;113;124;123;112;96;77;62;53;64;52;67;68;45
Theft of/taking vehicle without the owners consent (TWOC);Bornholm;41;51;46;23;27;20;39;12;18;14;12;11;17;10
Theft of/taking vehicle without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking vehicle without the owners consent (TWOC);Greve;147;226;219;160;111;91;103;95;90;76;60;72;89;79
Theft of/taking vehicle without the owners consent (TWOC);Køge;195;287;369;303;287;178;152;154;109;104;118;83;73;106
Theft of/taking vehicle without the owners consent (TWOC);Lejre;46;59;61;66;33;39;28;28;20;25;21;18;21;17
Theft of/taking vehicle without the owners consent (TWOC);Roskilde;236;371;322;203;190;164;150;134;131;134;136;101;120;105
Theft of/taking vehicle without the owners consent (TWOC);Solrød;49;87;65;62;47;23;40;30;19;42;52;31;23;14
Theft of/taking vehicle without the owners consent (TWOC);Faxe;75;159;127;138;105;58;79;65;54;54;61;67;55;56
Theft of/taking vehicle without the owners consent (TWOC);Guldborgsund;145;206;252;139;154;100;150;92;92;138;123;94;109;91
Theft of/taking vehicle without the owners consent (TWOC);Holbæk;239;279;262;208;221;145;165;103;106;148;163;113;104;89
Theft of/taking vehicle without the owners consent (TWOC);Kalundborg;150;221;206;193;220;135;121;155;97;129;82;103;82;78
Theft of/taking vehicle without the owners consent (TWOC);Lolland;130;238;193;133;107;83;97;76;71;115;85;75;74;77
Theft of/taking vehicle without the owners consent (TWOC);Næstved;195;334;256;281;186;160;123;108;134;152;150;104;109;95
Theft of/taking vehicle without the owners consent (TWOC);Odsherred;78;103;95;72;97;70;79;47;44;60;75;70;66;37
Theft of/taking vehicle without the owners consent (TWOC);Ringsted;115;150;158;141;128;84;49;75;77;68;65;72;47;50
Theft of/taking vehicle without the owners consent (TWOC);Slagelse;389;519;358;396;262;235;220;199;143;206;180;171;107;121
Theft of/taking vehicle without the owners consent (TWOC);Sorø;74;81;107;115;74;54;65;54;56;59;75;61;52;36
Theft of/taking vehicle without the owners consent (TWOC);Stevns;30;36;46;49;26;30;32;28;31;25;31;21;17;15
Theft of/taking vehicle without the owners consent (TWOC);Vordingborg;136;180;141;117;143;93;77;62;67;67;77;81;44;52
Theft of/taking vehicle without the owners consent (TWOC);Assens;112;131;135;99;100;56;39;36;47;62;54;54;67;77
Theft of/taking vehicle without the owners consent (TWOC);Faaborg-Midtfyn;97;126;133;112;82;88;54;54;34;37;57;47;45;55
Theft of/taking vehicle without the owners consent (TWOC);Kerteminde;39;52;45;25;28;26;31;19;17;18;18;19;16;15
Theft of/taking vehicle without the owners consent (TWOC);Langeland;16;35;36;19;20;12;3;7;2;5;7;21;13;11
Theft of/taking vehicle without the owners consent (TWOC);Middelfart;102;88;117;89;97;56;69;52;29;39;55;50;37;44
Theft of/taking vehicle without the owners consent (TWOC);Nordfyns;50;86;90;61;53;31;30;18;39;35;34;32;26;27
Theft of/taking vehicle without the owners consent (TWOC);Nyborg;78;94;96;55;45;46;29;32;37;30;16;30;31;23
Theft of/taking vehicle without the owners consent (TWOC);Odense;931;1006;807;604;534;386;309;323;305;337;315;300;259;277
Theft of/taking vehicle without the owners consent (TWOC);Svendborg;67;141;114;131;87;46;45;45;48;31;53;46;40;42
Theft of/taking vehicle without the owners consent (TWOC);Ærø;11;13;6;4;5;6;2;4;2;4;4;5;2;1
Theft of/taking vehicle without the owners consent (TWOC);Billund;67;82;94;125;102;67;49;35;42;34;44;49;34;43
Theft of/taking vehicle without the owners consent (TWOC);Esbjerg;345;374;375;385;283;192;160;178;154;161;134;132;120;155
Theft of/taking vehicle without the owners consent (TWOC);Fanø;7;3;0;2;2;2;3;1;0;1;0;0;1;2
Theft of/taking vehicle without the owners consent (TWOC);Fredericia;175;167;182;222;188;132;135;90;108;107;86;86;65;45
Theft of/taking vehicle without the owners consent (TWOC);Haderslev;188;197;203;168;144;119;90;112;85;90;101;77;63;47
Theft of/taking vehicle without the owners consent (TWOC);Kolding;365;314;345;317;250;193;151;152;143;94;159;122;127;111
Theft of/taking vehicle without the owners consent (TWOC);Sønderborg;121;169;194;217;166;85;85;47;56;91;71;49;55;48
Theft of/taking vehicle without the owners consent (TWOC);Tønder;126;98;118;76;98;62;65;66;58;60;49;46;68;36
Theft of/taking vehicle without the owners consent (TWOC);Varde;114;130;130;138;76;66;74;53;37;50;59;47;48;38
Theft of/taking vehicle without the owners consent (TWOC);Vejen;179;156;156;224;144;76;73;53;51;47;43;42;48;39
Theft of/taking vehicle without the owners consent (TWOC);Vejle;315;306;395;312;289;210;149;119;120;118;156;119;106;103
Theft of/taking vehicle without the owners consent (TWOC);Aabenraa;239;227;202;200;173;139;104;67;80;70;70;72;99;74
Theft of/taking vehicle without the owners consent (TWOC);Favrskov;172;135;133;130;83;76;71;46;35;46;49;41;42;32
Theft of/taking vehicle without the owners consent (TWOC);Hedensted;100;110;107;77;95;70;51;48;38;30;26;32;35;25
Theft of/taking vehicle without the owners consent (TWOC);Horsens;347;308;386;284;287;169;143;126;121;87;101;98;80;93
Theft of/taking vehicle without the owners consent (TWOC);Norddjurs;132;125;123;100;84;44;79;46;43;28;40;46;43;33
Theft of/taking vehicle without the owners consent (TWOC);Odder;62;52;57;62;41;32;15;23;11;26;24;11;12;12
Theft of/taking vehicle without the owners consent (TWOC);Randers;298;366;305;345;314;187;215;131;136;121;153;89;106;114
Theft of/taking vehicle without the owners consent (TWOC);Samsø;5;16;6;6;5;2;5;1;1;4;2;3;0;1
Theft of/taking vehicle without the owners consent (TWOC);Silkeborg;156;178;263;225;164;138;125;96;86;80;77;73;78;62
Theft of/taking vehicle without the owners consent (TWOC);Skanderborg;138;137;205;110;129;102;78;54;31;39;46;36;29;27
Theft of/taking vehicle without the owners consent (TWOC);Syddjurs;126;133;137;97;116;79;68;39;47;43;44;31;47;38
Theft of/taking vehicle without the owners consent (TWOC);Aarhus;1346;1589;1479;1360;985;879;701;579;509;549;629;532;430;468
Theft of/taking vehicle without the owners consent (TWOC);Herning;158;196;255;184;139;117;91;98;78;107;99;117;99;85
Theft of/taking vehicle without the owners consent (TWOC);Holstebro;81;151;116;133;95;74;63;56;59;45;59;46;40;43
Theft of/taking vehicle without the owners consent (TWOC);Ikast-Brande;118;133;127;117;93;69;48;58;27;63;38;52;59;39
Theft of/taking vehicle without the owners consent (TWOC);Lemvig;41;35;32;25;18;26;12;9;5;4;11;8;14;8
Theft of/taking vehicle without the owners consent (TWOC);Ringkøbing-Skjern;122;109;133;103;87;74;53;57;35;35;47;43;23;40
Theft of/taking vehicle without the owners consent (TWOC);Skive;113;97;126;85;86;63;48;59;51;34;46;41;40;23
Theft of/taking vehicle without the owners consent (TWOC);Struer;42;65;43;40;30;20;30;12;21;22;13;11;8;8
Theft of/taking vehicle without the owners consent (TWOC);Viborg;241;236;254;257;176;110;145;107;113;97;101;112;93;81
Theft of/taking vehicle without the owners consent (TWOC);Brønderslev;100;135;93;120;88;50;50;27;37;36;34;27;26;25
Theft of/taking vehicle without the owners consent (TWOC);Frederikshavn;135;251;195;148;133;101;67;40;61;65;72;39;51;41
Theft of/taking vehicle without the owners consent (TWOC);Hjørring;225;238;222;160;133;89;64;59;64;48;58;40;45;36
Theft of/taking vehicle without the owners consent (TWOC);Jammerbugt;70;80;106;74;106;37;41;40;41;37;28;34;30;26
Theft of/taking vehicle without the owners consent (TWOC);Læsø;1;0;0;1;0;0;0;0;2;0;1;4;1;1
Theft of/taking vehicle without the owners consent (TWOC);Mariagerfjord;125;184;191;135;115;82;62;49;47;33;59;51;29;41
Theft of/taking vehicle without the owners consent (TWOC);Morsø;60;52;58;38;32;42;23;17;34;44;25;21;18;12
Theft of/taking vehicle without the owners consent (TWOC);Rebild;59;69;67;55;56;37;43;33;18;13;27;26;25;21
Theft of/taking vehicle without the owners consent (TWOC);Thisted;68;115;101;83;48;56;55;57;24;34;57;45;29;24
Theft of/taking vehicle without the owners consent (TWOC);Vesthimmerlands;164;188;144;144;123;51;89;66;62;59;58;53;45;33
Theft of/taking vehicle without the owners consent (TWOC);Aalborg;967;942;841;753;743;402;366;298;270;268;269;212;214;166
Theft of/taking vehicle without the owners consent (TWOC);Unknown municipality;91;70;66;48;46;46;62;12;45;40;45;28;31;56
Theft of/taking moped without the owners consent (TWOC);Copenhagen;641;525;411;227;192;149;159;125;102;82;73;67;63;65
Theft of/taking moped without the owners consent (TWOC);Frederiksberg;31;32;21;17;16;13;17;9;9;3;9;6;9;7
Theft of/taking moped without the owners consent (TWOC);Dragør;7;7;7;2;2;2;1;0;1;1;2;0;1;0
Theft of/taking moped without the owners consent (TWOC);Tårnby;65;59;41;21;31;19;6;12;9;12;5;5;3;6
Theft of/taking moped without the owners consent (TWOC);Albertslund;34;33;24;8;7;5;6;1;0;2;2;3;1;0
Theft of/taking moped without the owners consent (TWOC);Ballerup;61;43;49;18;21;18;21;15;6;8;7;3;4;8
Theft of/taking moped without the owners consent (TWOC);Brøndby;59;44;19;11;16;15;10;11;5;4;3;6;5;6
Theft of/taking moped without the owners consent (TWOC);Gentofte;30;31;20;4;5;5;3;4;1;4;3;0;1;4
Theft of/taking moped without the owners consent (TWOC);Gladsaxe;77;70;62;36;18;28;15;16;20;18;2;8;8;9
Theft of/taking moped without the owners consent (TWOC);Glostrup;38;23;17;8;5;6;4;5;4;5;7;3;0;6
Theft of/taking moped without the owners consent (TWOC);Herlev;93;48;48;51;25;12;15;11;6;6;4;4;5;6
Theft of/taking moped without the owners consent (TWOC);Hvidovre;120;75;69;37;49;39;36;16;9;5;5;5;8;8
Theft of/taking moped without the owners consent (TWOC);Høje-Taastrup;48;53;35;25;24;24;19;23;12;5;5;11;1;6
Theft of/taking moped without the owners consent (TWOC);Ishøj;52;36;25;23;7;7;11;6;2;4;0;2;3;2
Theft of/taking moped without the owners consent (TWOC);Lyngby-Taarbæk;58;25;19;21;7;13;8;12;3;5;5;5;7;3
Theft of/taking moped without the owners consent (TWOC);Rødovre;74;80;56;19;18;6;16;5;4;7;5;5;6;4
Theft of/taking moped without the owners consent (TWOC);Vallensbæk;20;12;11;8;7;10;1;4;0;0;1;0;1;2
Theft of/taking moped without the owners consent (TWOC);Allerød;7;16;5;4;1;7;3;2;2;0;0;1;0;0
Theft of/taking moped without the owners consent (TWOC);Egedal;21;36;27;8;4;6;4;13;4;2;1;2;2;1
Theft of/taking moped without the owners consent (TWOC);Fredensborg;30;19;29;14;14;10;7;4;4;6;0;1;1;1
Theft of/taking moped without the owners consent (TWOC);Frederikssund;67;57;68;28;7;18;21;11;3;6;7;13;5;5
Theft of/taking moped without the owners consent (TWOC);Furesø;9;21;36;14;15;4;3;0;0;0;3;1;1;0
Theft of/taking moped without the owners consent (TWOC);Gribskov;29;26;19;22;17;10;11;3;8;5;5;7;6;3
Theft of/taking moped without the owners consent (TWOC);Halsnæs;61;50;37;19;23;20;30;22;6;15;9;1;6;4
Theft of/taking moped without the owners consent (TWOC);Helsingør;83;100;69;41;30;33;39;30;28;9;7;7;6;3
Theft of/taking moped without the owners consent (TWOC);Hillerød;47;50;29;24;15;11;7;12;8;1;3;5;2;3
Theft of/taking moped without the owners consent (TWOC);Hørsholm;28;11;7;1;4;4;2;0;1;1;0;0;1;0
Theft of/taking moped without the owners consent (TWOC);Rudersdal;33;15;18;13;8;6;8;2;5;1;3;3;1;3
Theft of/taking moped without the owners consent (TWOC);Bornholm;92;39;25;26;20;17;10;11;8;11;13;7;6;2
Theft of/taking moped without the owners consent (TWOC);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Greve;54;55;34;21;18;14;8;8;5;8;2;6;6;6
Theft of/taking moped without the owners consent (TWOC);Køge;89;67;90;34;32;13;14;8;4;7;1;4;4;2
Theft of/taking moped without the owners consent (TWOC);Lejre;18;17;20;6;5;2;1;5;0;3;1;1;0;1
Theft of/taking moped without the owners consent (TWOC);Roskilde;89;112;66;33;27;17;16;16;11;19;6;6;3;8
Theft of/taking moped without the owners consent (TWOC);Solrød;12;11;8;12;5;6;2;3;5;0;1;6;3;2
Theft of/taking moped without the owners consent (TWOC);Faxe;36;47;38;19;17;16;11;9;11;4;9;3;5;6
Theft of/taking moped without the owners consent (TWOC);Guldborgsund;148;95;82;42;28;30;36;34;17;19;11;12;13;5
Theft of/taking moped without the owners consent (TWOC);Holbæk;68;104;63;41;47;28;18;19;16;14;3;9;9;1
Theft of/taking moped without the owners consent (TWOC);Kalundborg;94;89;49;47;51;29;31;36;16;11;3;10;9;12
Theft of/taking moped without the owners consent (TWOC);Lolland;112;128;91;63;48;36;38;42;17;33;16;19;27;4
Theft of/taking moped without the owners consent (TWOC);Næstved;158;105;103;58;49;42;36;31;25;22;29;8;13;6
Theft of/taking moped without the owners consent (TWOC);Odsherred;33;24;41;8;23;19;22;7;10;3;8;9;4;11
Theft of/taking moped without the owners consent (TWOC);Ringsted;68;46;30;21;9;20;4;13;8;2;2;3;3;8
Theft of/taking moped without the owners consent (TWOC);Slagelse;153;91;62;48;63;51;32;35;39;24;20;15;15;12
Theft of/taking moped without the owners consent (TWOC);Sorø;26;18;14;13;14;10;4;7;5;7;6;4;8;3
Theft of/taking moped without the owners consent (TWOC);Stevns;17;11;5;12;5;2;4;5;2;2;1;2;0;2
Theft of/taking moped without the owners consent (TWOC);Vordingborg;67;62;52;26;26;13;17;9;13;6;14;6;7;5
Theft of/taking moped without the owners consent (TWOC);Assens;42;47;36;46;11;20;14;9;2;6;6;2;8;8
Theft of/taking moped without the owners consent (TWOC);Faaborg-Midtfyn;61;57;40;30;14;22;17;14;8;9;7;11;3;5
Theft of/taking moped without the owners consent (TWOC);Kerteminde;22;28;19;17;15;11;5;4;4;0;2;4;3;2
Theft of/taking moped without the owners consent (TWOC);Langeland;9;6;4;2;4;11;4;1;2;3;2;3;1;1
Theft of/taking moped without the owners consent (TWOC);Middelfart;27;24;22;16;18;12;1;5;6;2;9;5;8;5
Theft of/taking moped without the owners consent (TWOC);Nordfyns;30;29;41;20;17;8;5;5;4;7;2;5;3;6
Theft of/taking moped without the owners consent (TWOC);Nyborg;34;37;27;19;15;16;12;8;6;6;4;1;5;3
Theft of/taking moped without the owners consent (TWOC);Odense;377;266;236;152;124;99;77;116;84;75;49;47;33;38
Theft of/taking moped without the owners consent (TWOC);Svendborg;72;95;55;56;36;34;25;21;10;12;9;13;7;10
Theft of/taking moped without the owners consent (TWOC);Ærø;5;1;5;4;1;6;7;1;2;2;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Billund;25;20;23;23;17;8;9;8;7;0;2;0;3;4
Theft of/taking moped without the owners consent (TWOC);Esbjerg;303;290;206;187;146;133;82;99;73;66;88;37;34;49
Theft of/taking moped without the owners consent (TWOC);Fanø;2;2;1;2;0;1;2;0;3;0;0;1;2;0
Theft of/taking moped without the owners consent (TWOC);Fredericia;122;90;104;105;34;42;54;46;30;23;7;19;7;13
Theft of/taking moped without the owners consent (TWOC);Haderslev;106;95;85;29;27;47;34;32;23;30;14;8;3;12
Theft of/taking moped without the owners consent (TWOC);Kolding;137;97;92;78;54;42;38;26;33;32;19;11;13;11
Theft of/taking moped without the owners consent (TWOC);Sønderborg;150;160;136;109;75;62;32;36;34;36;34;19;26;30
Theft of/taking moped without the owners consent (TWOC);Tønder;51;58;54;24;33;29;19;34;10;9;14;9;11;18
Theft of/taking moped without the owners consent (TWOC);Varde;68;59;44;35;30;28;13;22;14;3;12;11;4;9
Theft of/taking moped without the owners consent (TWOC);Vejen;87;53;47;43;32;19;28;25;15;15;15;8;7;6
Theft of/taking moped without the owners consent (TWOC);Vejle;211;172;110;71;50;35;30;26;24;22;16;12;14;11
Theft of/taking moped without the owners consent (TWOC);Aabenraa;127;112;96;59;59;48;32;20;7;13;13;18;17;17
Theft of/taking moped without the owners consent (TWOC);Favrskov;46;22;30;21;25;7;7;13;7;5;11;8;5;11
Theft of/taking moped without the owners consent (TWOC);Hedensted;40;39;21;18;17;16;11;6;8;3;4;3;5;2
Theft of/taking moped without the owners consent (TWOC);Horsens;186;107;105;77;76;55;38;37;18;24;10;14;15;12
Theft of/taking moped without the owners consent (TWOC);Norddjurs;86;45;46;25;20;18;19;10;5;5;5;14;8;10
Theft of/taking moped without the owners consent (TWOC);Odder;9;15;15;8;11;9;1;3;2;3;2;2;1;0
Theft of/taking moped without the owners consent (TWOC);Randers;201;167;118;93;79;67;45;38;36;23;23;21;21;15
Theft of/taking moped without the owners consent (TWOC);Samsø;2;3;2;1;1;4;0;0;0;1;0;0;0;0
Theft of/taking moped without the owners consent (TWOC);Silkeborg;127;95;89;51;50;37;40;27;17;13;19;24;12;14
Theft of/taking moped without the owners consent (TWOC);Skanderborg;59;42;34;29;25;14;17;6;6;1;6;9;4;2
Theft of/taking moped without the owners consent (TWOC);Syddjurs;42;37;46;26;14;18;14;12;9;4;7;6;4;4
Theft of/taking moped without the owners consent (TWOC);Aarhus;454;369;242;180;186;161;125;120;89;66;68;68;38;47
Theft of/taking moped without the owners consent (TWOC);Herning;103;108;73;47;46;52;51;35;24;20;25;18;9;11
Theft of/taking moped without the owners consent (TWOC);Holstebro;122;92;80;36;28;33;35;20;27;15;21;5;16;4
Theft of/taking moped without the owners consent (TWOC);Ikast-Brande;48;24;27;28;18;14;11;6;7;4;9;2;4;10
Theft of/taking moped without the owners consent (TWOC);Lemvig;26;10;9;16;5;7;11;4;1;3;2;1;2;1
Theft of/taking moped without the owners consent (TWOC);Ringkøbing-Skjern;56;52;45;56;23;16;21;14;8;9;13;4;5;12
Theft of/taking moped without the owners consent (TWOC);Skive;89;49;37;30;34;22;20;15;20;13;11;3;5;5
Theft of/taking moped without the owners consent (TWOC);Struer;33;28;9;19;6;18;13;7;3;1;2;7;5;3
Theft of/taking moped without the owners consent (TWOC);Viborg;135;100;88;45;46;56;39;24;23;9;10;17;13;12
Theft of/taking moped without the owners consent (TWOC);Brønderslev;55;26;29;20;34;18;11;6;9;7;5;6;2;2
Theft of/taking moped without the owners consent (TWOC);Frederikshavn;105;73;94;84;68;43;26;25;33;19;27;24;15;12
Theft of/taking moped without the owners consent (TWOC);Hjørring;108;89;87;53;43;34;18;11;12;12;13;14;15;8
